timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1649939649676,299,Registration/signup-78,200,OK,Registration Scenario 1-1,text,true,,702,498,3,33,https://api.demoblaze.com/signup,297,0,0
1649939650102,290,Registration/signup-78,200,OK,Registration Scenario 1-2,text,true,,715,492,2,19,https://api.demoblaze.com/signup,288,0,0
1649939650666,273,Registration/signup-78,200,OK,Registration Scenario 1-3,text,true,,668,492,3,6,https://api.demoblaze.com/signup,271,0,0
1649939651094,263,Registration/signup-78,200,OK,Registration Scenario 1-4,text,true,,513,494,2,3,https://api.demoblaze.com/signup,261,0,0
1649939651602,260,Registration/signup-78,200,OK,Registration Scenario 1-5,text,true,,562,494,2,3,https://api.demoblaze.com/signup,259,0,0
1649939652099,266,Registration/signup-78,200,OK,Registration Scenario 1-6,text,true,,500,498,2,3,https://api.demoblaze.com/signup,264,0,0
1649939652588,276,Registration/signup-78,200,OK,Registration Scenario 1-7,text,true,,686,494,2,3,https://api.demoblaze.com/signup,274,0,0
1649939653085,276,Registration/signup-78,200,OK,Registration Scenario 1-8,text,true,,572,490,2,3,https://api.demoblaze.com/signup,274,0,0
1649939653609,307,Registration/signup-78,200,OK,Registration Scenario 1-9,text,true,,302,496,2,3,https://api.demoblaze.com/signup,307,0,0
1649939654110,314,Registration/signup-78,200,OK,Registration Scenario 1-10,text,true,,302,492,1,2,https://api.demoblaze.com/signup,314,0,0
