timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1649941799944,395,Step4/view-135,200,OK,Purchase and to delete from cart 4-1,text,true,,698,452,2,10,https://api.demoblaze.com/view,391,0,127
1649941800144,398,Step4/view-135,200,OK,Purchase and to delete from cart 4-2,text,true,,704,452,3,14,https://api.demoblaze.com/view,395,0,125
1649941800339,277,Step4/check-136,200,OK,Purchase and to delete from cart 4-1,text,true,,577,471,4,16,https://api.demoblaze.com/check,275,0,0
1649941800344,408,Step4/view-135,200,OK,Purchase and to delete from cart 4-3,text,true,,718,452,5,19,https://api.demoblaze.com/view,405,0,140
1649941800543,271,Step4/check-136,200,OK,Purchase and to delete from cart 4-2,text,true,,522,471,5,19,https://api.demoblaze.com/check,269,0,0
1649941800616,321,Step4/addtocart-139,200,OK,Purchase and to delete from cart 4-1,text,true,,307,544,5,18,https://api.demoblaze.com/addtocart,321,0,0
1649941800543,402,Step4/view-135,200,OK,Purchase and to delete from cart 4-4,text,true,,765,452,6,20,https://api.demoblaze.com/view,400,0,129
1649941800752,287,Step4/check-136,200,OK,Purchase and to delete from cart 4-3,text,true,,738,471,6,20,https://api.demoblaze.com/check,287,0,0
1649941800814,290,Step4/addtocart-139,200,OK,Purchase and to delete from cart 4-2,text,true,,307,544,6,18,https://api.demoblaze.com/addtocart,290,0,0
1649941800744,395,Step4/view-135,200,OK,Purchase and to delete from cart 4-5,text,true,,838,452,6,18,https://api.demoblaze.com/view,392,0,127
1649941800946,275,Step4/check-136,200,OK,Purchase and to delete from cart 4-4,text,true,,544,471,7,18,https://api.demoblaze.com/check,275,0,0
1649941800937,297,Step4/addtocart-141,200,OK,Purchase and to delete from cart 4-1,text,true,,307,544,7,17,https://api.demoblaze.com/addtocart,297,0,0
1649941801039,293,Step4/addtocart-139,200,OK,Purchase and to delete from cart 4-3,text,true,,307,544,7,17,https://api.demoblaze.com/addtocart,293,0,0
