timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1649942002914,374,Step5/node_modules/tether/dist/js/tether.min.js-319,200,OK,Contanct Information 5-1,text,true,,9362,433,2,11,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,368,0,121
1649942003164,379,Step5/node_modules/tether/dist/js/tether.min.js-319,200,OK,Contanct Information 5-2,text,true,,9449,433,3,17,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,376,0,122
1649942003288,268,Step5/imgs/front.jpg-320,200,OK,Contanct Information 5-1,bin,true,,24949,427,3,17,https://www.demoblaze.com/imgs/front.jpg,247,0,0
1649942003413,210,Step5/node_modules/tether/dist/js/tether.min.js-319,200,OK,Contanct Information 5-3,text,true,,9381,433,3,19,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,203,0,150
1649942003556,263,Step5/index.html-321,200,OK,Contanct Information 5-1,text,true,,19902,536,4,23,https://www.demoblaze.com/index.html,247,0,0
1649942003544,275,Step5/imgs/front.jpg-320,200,OK,Contanct Information 5-2,bin,true,,24949,427,4,23,https://www.demoblaze.com/imgs/front.jpg,251,0,0
1649942003662,184,Step5/node_modules/tether/dist/js/tether.min.js-319,200,OK,Contanct Information 5-4,text,true,,9331,433,4,23,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,177,0,124
1649942003623,271,Step5/imgs/front.jpg-320,200,OK,Contanct Information 5-3,bin,true,,24949,427,4,23,https://www.demoblaze.com/imgs/front.jpg,250,0,0
1649942003820,80,Step5/canonical.html-324,200,OK,Contanct Information 5-1,text,true,,302,301,4,23,http://detectportal.firefox.com/canonical.html,80,0,53
1649942003846,77,Step5/imgs/front.jpg-320,200,OK,Contanct Information 5-4,bin,true,,24949,427,5,26,https://www.demoblaze.com/imgs/front.jpg,51,0,0
1649942003895,62,Step5/index.html-321,200,OK,Contanct Information 5-3,text,true,,19902,536,5,26,https://www.demoblaze.com/index.html,50,0,0
1649942003924,66,Step5/index.html-321,200,OK,Contanct Information 5-4,text,true,,19902,536,5,24,https://www.demoblaze.com/index.html,54,0,0
1649942003959,52,Step5/canonical.html-324,200,OK,Contanct Information 5-3,text,true,,302,301,5,23,http://detectportal.firefox.com/canonical.html,52,0,16
1649942003990,48,Step5/canonical.html-324,200,OK,Contanct Information 5-4,text,true,,302,301,5,23,http://detectportal.firefox.com/canonical.html,48,0,20
1649942003819,256,Step5/index.html-321,200,OK,Contanct Information 5-2,text,true,,19902,536,5,23,https://www.demoblaze.com/index.html,241,0,0
1649942003912,191,Step5/node_modules/tether/dist/js/tether.min.js-319,200,OK,Contanct Information 5-5,text,true,,9150,433,5,22,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,184,0,133
1649942004077,36,Step5/canonical.html-324,200,OK,Contanct Information 5-2,text,true,,302,301,5,23,http://detectportal.firefox.com/canonical.html,36,0,16
1649942003900,271,Step5/node_modules/bootstrap/dist/css/bootstrap.min.css-322,200,OK,Contanct Information 5-1,text,true,,28412,455,6,23,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,253,0,0
1649942004105,71,Step5/imgs/front.jpg-320,200,OK,Contanct Information 5-5,bin,true,,24949,427,6,23,https://www.demoblaze.com/imgs/front.jpg,50,0,0
1649942004172,50,Step5/success.txt-329,200,OK,Contanct Information 5-1,text,true,,220,303,6,22,http://detectportal.firefox.com/success.txt?ipv4,50,0,0
1649942004222,14,Step5/success.txt-330,200,OK,Contanct Information 5-1,text,true,,220,303,6,22,http://detectportal.firefox.com/success.txt?ipv6,14,0,0
1649942004176,96,Step5/index.html-321,200,OK,Contanct Information 5-5,text,true,,19902,536,6,22,https://www.demoblaze.com/index.html,82,0,0
1649942004011,270,Step5/node_modules/bootstrap/dist/css/bootstrap.min.css-322,200,OK,Contanct Information 5-3,text,true,,28559,455,6,22,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,251,0,0
1649942004282,17,Step5/success.txt-329,200,OK,Contanct Information 5-3,text,true,,220,303,6,22,http://detectportal.firefox.com/success.txt?ipv4,17,0,0
1649942004039,272,Step5/node_modules/bootstrap/dist/css/bootstrap.min.css-322,200,OK,Contanct Information 5-4,text,true,,28419,455,6,23,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,253,0,0
1649942004272,42,Step5/canonical.html-324,200,OK,Contanct Information 5-5,text,true,,302,301,6,23,http://detectportal.firefox.com/canonical.html,42,0,16
1649942004299,16,Step5/success.txt-330,200,OK,Contanct Information 5-3,text,true,,220,303,6,23,http://detectportal.firefox.com/success.txt?ipv6,16,0,0
1649942004311,13,Step5/success.txt-329,200,OK,Contanct Information 5-4,text,true,,220,303,6,23,http://detectportal.firefox.com/success.txt?ipv4,13,0,0
1649942004324,14,Step5/success.txt-330,200,OK,Contanct Information 5-4,text,true,,220,303,6,23,http://detectportal.firefox.com/success.txt?ipv6,14,0,0
1649942004165,208,Step5/node_modules/tether/dist/js/tether.min.js-319,200,OK,Contanct Information 5-6,text,true,,9386,433,6,22,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,200,0,149
1649942004113,272,Step5/node_modules/bootstrap/dist/css/bootstrap.min.css-322,200,OK,Contanct Information 5-2,text,true,,28885,455,6,22,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,250,0,0
1649942004314,71,Step5/node_modules/bootstrap/dist/css/bootstrap.min.css-322,200,OK,Contanct Information 5-5,text,true,,28256,455,6,22,https://www.demoblaze.com/node_modules/bootstrap/dist/css/bootstrap.min.css,51,0,0
1649942004385,14,Step5/success.txt-329,200,OK,Contanct Information 5-5,text,true,,220,303,6,22,http://detectportal.firefox.com/success.txt?ipv4,14,0,0
1649942004385,15,Step5/success.txt-329,200,OK,Contanct Information 5-2,text,true,,220,303,6,22,http://detectportal.firefox.com/success.txt?ipv4,15,0,0
1649942004400,13,Step5/success.txt-330,200,OK,Contanct Information 5-5,text,true,,220,303,7,23,http://detectportal.firefox.com/success.txt?ipv6,13,0,0
1649942004400,15,Step5/success.txt-330,200,OK,Contanct Information 5-2,text,true,,220,303,7,23,http://detectportal.firefox.com/success.txt?ipv6,15,0,0
1649942004373,71,Step5/imgs/front.jpg-320,200,OK,Contanct Information 5-6,bin,true,,24949,427,7,23,https://www.demoblaze.com/imgs/front.jpg,50,0,0
1649942004236,273,Step5/node_modules/jquery/dist/jquery.min.js-325,200,OK,Contanct Information 5-1,text,true,,36020,430,7,23,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,253,0,0
1649942004315,267,Step5/node_modules/jquery/dist/jquery.min.js-325,200,OK,Contanct Information 5-3,text,true,,35923,430,7,22,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,246,0,0
1649942004414,177,Step5/node_modules/tether/dist/js/tether.min.js-319,200,OK,Contanct Information 5-7,text,true,,9326,433,7,22,https://www.demoblaze.com/node_modules/tether/dist/js/tether.min.js,170,0,121
1649942004338,269,Step5/node_modules/jquery/dist/jquery.min.js-325,200,OK,Contanct Information 5-4,text,true,,35698,430,7,22,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,250,0,0
1649942004592,70,Step5/imgs/front.jpg-320,200,OK,Contanct Information 5-7,bin,true,,24949,427,7,21,https://www.demoblaze.com/imgs/front.jpg,48,0,0
1649942004414,267,Step5/node_modules/jquery/dist/jquery.min.js-325,200,OK,Contanct Information 5-5,text,true,,35844,430,8,22,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,247,0,0
1649942004415,272,Step5/node_modules/jquery/dist/jquery.min.js-325,200,OK,Contanct Information 5-2,text,true,,36065,430,8,22,https://www.demoblaze.com/node_modules/jquery/dist/jquery.min.js,254,0,0
1649942004445,263,Step5/index.html-321,200,OK,Contanct Information 5-6,text,true,,19902,536,8,23,https://www.demoblaze.com/index.html,250,0,0
1649942004662,64,Step5/index.html-321,200,OK,Contanct Information 5-7,text,true,,19902,536,8,23,https://www.demoblaze.com/index.html,50,0,0
1649942004709,34,Step5/canonical.html-324,200,OK,Contanct Information 5-6,text,true,,302,301,8,23,http://detectportal.firefox.com/canonical.html,34,0,15
1649942004727,56,Step5/canonical.html-324,200,OK,Contanct Information 5-7,text,true,,302,301,8,22,http://detectportal.firefox.com/canonical.html,56,0,16
